year,race_recode,count,area_type,statefip,countyfip
2018,Non-Hispanic Chinese,5230,state,idaho,
2018,Non-Hispanic Chinese,132852,state,illinois,
2018,Non-Hispanic Chinese,35432,state,indiana,
2018,Non-Hispanic Chinese,9709,state,iowa,
2018,Non-Hispanic Chinese,10945,state,kansas,
2018,Non-Hispanic Chinese,15135,state,kentucky,
2018,Non-Hispanic Chinese,10939,state,louisiana,
2018,Non-Hispanic Chinese,2397,state,maine,
2018,Non-Hispanic Chinese,88496,state,maryland,
2018,Non-Hispanic Chinese,179213,state,massachusetts,
2018,Non-Hispanic Chinese,63137,state,michigan,
2018,Non-Hispanic Chinese,36258,state,minnesota,
2018,Non-Hispanic Chinese,4350,state,mississippi,
2018,Non-Hispanic Chinese,34458,state,missouri,
2018,Non-Hispanic Chinese,2447,state,montana,
2018,Non-Hispanic Chinese,5553,state,nebraska,
2018,Non-Hispanic Chinese,37766,state,nevada,
2018,Non-Hispanic Chinese,8000,state,new hampshire,
2018,Non-Hispanic Chinese,153437,state,new jersey,
2018,Non-Hispanic Chinese,5313,state,new mexico,
2018,Non-Hispanic Chinese,695265,state,new york,
2018,Non-Hispanic Chinese,55872,state,north carolina,
2018,Non-Hispanic Chinese,990,state,north dakota,
2018,Non-Hispanic Chinese,57755,state,ohio,
2018,Non-Hispanic Chinese,9390,state,oklahoma,
2018,Non-Hispanic Chinese,42151,state,oregon,
2018,Non-Hispanic Chinese,116077,state,pennsylvania,
2018,Non-Hispanic Chinese,8502,state,rhode island,
2018,Non-Hispanic Chinese,13994,state,south carolina,
2018,Non-Hispanic Chinese,539,state,south dakota,
2018,Non-Hispanic Chinese,19524,state,tennessee,
2018,Non-Hispanic Chinese,224201,state,texas,
2018,Non-Hispanic Chinese,12350,state,utah,
2018,Non-Hispanic Chinese,2424,state,vermont,
2018,Non-Hispanic Chinese,72856,state,virginia,
2018,Non-Hispanic Chinese,156682,state,washington,
2018,Non-Hispanic Chinese,3834,state,west virginia,
2018,Non-Hispanic Chinese,27703,state,wisconsin,
2018,Non-Hispanic Chinese,2728,state,wyoming,
2018,Non-Hispanic Japanese,3566,state,alabama,
2018,Non-Hispanic Japanese,548,state,alaska,
2018,Non-Hispanic Japanese,11111,state,arizona,
2018,Non-Hispanic Japanese,1887,state,arkansas,
2018,Non-Hispanic Japanese,272399,state,california,
2018,Non-Hispanic Japanese,10669,state,colorado,
2018,Non-Hispanic Japanese,3572,state,connecticut,
2018,Non-Hispanic Japanese,251,state,delaware,
2018,Non-Hispanic Japanese,1233,state,district of columbia,
2018,Non-Hispanic Japanese,16711,state,florida,
2018,Non-Hispanic Japanese,8961,state,georgia,
2018,Non-Hispanic Japanese,165455,state,hawaii,
2018,Non-Hispanic Japanese,3297,state,idaho,
2018,Non-Hispanic Japanese,15885,state,illinois,
2018,Non-Hispanic Japanese,6224,state,indiana,
2018,Non-Hispanic Japanese,1270,state,iowa,
2018,Non-Hispanic Japanese,1708,state,kansas,
2018,Non-Hispanic Japanese,3817,state,kentucky,
2018,Non-Hispanic Japanese,808,state,louisiana,
2018,Non-Hispanic Japanese,1542,state,maine,
2018,Non-Hispanic Japanese,6629,state,maryland,
2018,Non-Hispanic Japanese,8572,state,massachusetts,
2018,Non-Hispanic Japanese,14785,state,michigan,
2018,Non-Hispanic Japanese,2889,state,minnesota,
2018,Non-Hispanic Japanese,523,state,mississippi,
2018,Non-Hispanic Japanese,1070,state,missouri,
2018,Non-Hispanic Japanese,980,state,montana,
2018,Non-Hispanic Japanese,1009,state,nebraska,
2018,Non-Hispanic Japanese,11069,state,nevada,
2018,Non-Hispanic Japanese,1058,state,new hampshire,
2018,Non-Hispanic Japanese,11203,state,new jersey,
2018,Non-Hispanic Japanese,1602,state,new mexico,
2018,Non-Hispanic Japanese,34788,state,new york,
2018,Non-Hispanic Japanese,8406,state,north carolina,
2018,Non-Hispanic Japanese,397,state,north dakota,
2018,Non-Hispanic Japanese,11910,state,ohio,
2018,Non-Hispanic Japanese,1405,state,oklahoma,
2018,Non-Hispanic Japanese,14615,state,oregon,
2018,Non-Hispanic Japanese,4718,state,pennsylvania,
2018,Non-Hispanic Japanese,920,state,rhode island,
2018,Non-Hispanic Japanese,3581,state,south carolina,
2018,Non-Hispanic Japanese,149,state,south dakota,
2018,Non-Hispanic Japanese,6107,state,tennessee,
2018,Non-Hispanic Japanese,21927,state,texas,
2018,Non-Hispanic Japanese,7141,state,utah,
2018,Non-Hispanic Japanese,31,state,vermont,
2018,Non-Hispanic Japanese,8759,state,virginia,
2018,Non-Hispanic Japanese,37850,state,washington,
2018,Non-Hispanic Japanese,266,state,west virginia,
2018,Non-Hispanic Japanese,6100,state,wisconsin,
2018,Non-Hispanic Japanese,2053,state,wyoming,
2018,Non-Hispanic Multiple,86658,state,alabama,
2018,Non-Hispanic Multiple,52704,state,alaska,
2018,Non-Hispanic Multiple,163478,state,arizona,
2018,Non-Hispanic Multiple,77585,state,arkansas,
2018,Non-Hispanic Multiple,1259627,state,california,
2018,Non-Hispanic Multiple,151577,state,colorado,
2018,Non-Hispanic Multiple,75174,state,connecticut,
2018,Non-Hispanic Multiple,22150,state,delaware,
2018,Non-Hispanic Multiple,20167,state,district of columbia,
2018,Non-Hispanic Multiple,420279,state,florida,
2018,Non-Hispanic Multiple,230357,state,georgia,
2018,Non-Hispanic Multiple,293246,state,hawaii,
2018,Non-Hispanic Multiple,36404,state,idaho,
2018,Non-Hispanic Multiple,258533,state,illinois,
2018,Non-Hispanic Multiple,139024,state,indiana,
2018,Non-Hispanic Multiple,58777,state,iowa,
2018,Non-Hispanic Multiple,94140,state,kansas,
2018,Non-Hispanic Multiple,96375,state,kentucky,
2018,Non-Hispanic Multiple,96178,state,louisiana,
2018,Non-Hispanic Multiple,27542,state,maine,
2018,Non-Hispanic Multiple,181325,state,maryland,
2018,Non-Hispanic Multiple,150479,state,massachusetts,
2018,Non-Hispanic Multiple,244836,state,michigan,
2018,Non-Hispanic Multiple,151395,state,minnesota,
2018,Non-Hispanic Multiple,38559,state,mississippi,
2018,Non-Hispanic Multiple,152093,state,missouri,
2018,Non-Hispanic Multiple,31150,state,montana,
2018,Non-Hispanic Multiple,52902,state,nebraska,
2018,Non-Hispanic Multiple,116493,state,nevada,
2018,Non-Hispanic Multiple,24696,state,new hampshire,
2018,Non-Hispanic Multiple,151429,state,new jersey,
2018,Non-Hispanic Multiple,31007,state,new mexico,
2018,Non-Hispanic Multiple,411173,state,new york,
2018,Non-Hispanic Multiple,251837,state,north carolina,
2018,Non-Hispanic Multiple,15844,state,north dakota,
2018,Non-Hispanic Multiple,306578,state,ohio,
2018,Non-Hispanic Multiple,276738,state,oklahoma,
2018,Non-Hispanic Multiple,157358,state,oregon,
2018,Non-Hispanic Multiple,269805,state,pennsylvania,
2018,Non-Hispanic Multiple,24606,state,rhode island,
2018,Non-Hispanic Multiple,102811,state,south carolina,
2018,Non-Hispanic Multiple,21735,state,south dakota,
2018,Non-Hispanic Multiple,130861,state,tennessee,
2018,Non-Hispanic Multiple,500493,state,texas,
2018,Non-Hispanic Multiple,80340,state,utah,
2018,Non-Hispanic Multiple,11299,state,vermont,
2018,Non-Hispanic Multiple,284425,state,virginia,
2018,Non-Hispanic Multiple,374214,state,washington,
2018,Non-Hispanic Multiple,31325,state,west virginia,
2018,Non-Hispanic Multiple,116778,state,wisconsin,
2018,Non-Hispanic Multiple,10730,state,wyoming,
2018,Non-Hispanic OAPI,52034,state,alabama,
2018,Non-Hispanic OAPI,46919,state,alaska,
2018,Non-Hispanic OAPI,186759,state,arizona,
2018,Non-Hispanic OAPI,48032,state,arkansas,
2018,Non-Hispanic OAPI,3974862,state,california,
2018,Non-Hispanic OAPI,140826,state,colorado,
2018,Non-Hispanic OAPI,123336,state,connecticut,
2018,Non-Hispanic OAPI,29856,state,delaware,
2018,Non-Hispanic OAPI,17908,state,district of columbia,
2018,Non-Hispanic OAPI,468430,state,florida,
2018,Non-Hispanic OAPI,365548,state,georgia,
2018,Non-Hispanic OAPI,412602,state,hawaii,
2018,Non-Hispanic OAPI,22092,state,idaho,
2018,Non-Hispanic OAPI,565564,state,illinois,
2018,Non-Hispanic OAPI,117925,state,indiana,
2018,Non-Hispanic OAPI,75143,state,iowa,
2018,Non-Hispanic OAPI,72080,state,kansas,
2018,Non-Hispanic OAPI,48723,state,kentucky,
2018,Non-Hispanic OAPI,63949,state,louisiana,
2018,Non-Hispanic OAPI,14180,state,maine,
2018,Non-Hispanic OAPI,286776,state,maryland,
2018,Non-Hispanic OAPI,279356,state,massachusetts,
2018,Non-Hispanic OAPI,248233,state,michigan,
2018,Non-Hispanic OAPI,229881,state,minnesota,
2018,Non-Hispanic OAPI,22822,state,mississippi,
2018,Non-Hispanic OAPI,97115,state,missouri,
2018,Non-Hispanic OAPI,4200,state,montana,
2018,Non-Hispanic OAPI,38224,state,nebraska,
2018,Non-Hispanic OAPI,209507,state,nevada,
2018,Non-Hispanic OAPI,30235,state,new hampshire,
2018,Non-Hispanic OAPI,695742,state,new jersey,
2018,Non-Hispanic OAPI,27250,state,new mexico,
2018,Non-Hispanic OAPI,925394,state,new york,
2018,Non-Hispanic OAPI,243884,state,north carolina,
2018,Non-Hispanic OAPI,13899,state,north dakota,
2018,Non-Hispanic OAPI,203699,state,ohio,
2018,Non-Hispanic OAPI,71082,state,oklahoma,
2018,Non-Hispanic OAPI,147573,state,oregon,
2018,Non-Hispanic OAPI,330101,state,pennsylvania,
2018,Non-Hispanic OAPI,27185,state,rhode island,
2018,Non-Hispanic OAPI,64543,state,south carolina,
2018,Non-Hispanic OAPI,10414,state,south dakota,
2018,Non-Hispanic OAPI,96327,state,tennessee,
2018,Non-Hispanic OAPI,1181339,state,texas,
2018,Non-Hispanic OAPI,78507,state,utah,
2018,Non-Hispanic OAPI,9778,state,vermont,
2018,Non-Hispanic OAPI,471368,state,virginia,
2018,Non-Hispanic OAPI,510838,state,washington,
2018,Non-Hispanic OAPI,9901,state,west virginia,
2018,Non-Hispanic OAPI,130381,state,wisconsin,
2018,Non-Hispanic OAPI,1684,state,wyoming,
2018,Non-Hispanic Other Race,7420,state,alabama,
2018,Non-Hispanic Other Race,341,state,alaska,
2018,Non-Hispanic Other Race,9420,state,arizona,
2018,Non-Hispanic Other Race,3937,state,arkansas,
2018,Non-Hispanic Other Race,97726,state,california,
2018,Non-Hispanic Other Race,10719,state,colorado,
2018,Non-Hispanic Other Race,11190,state,connecticut,
2018,Non-Hispanic Other Race,1713,state,delaware,
2018,Non-Hispanic Other Race,3299,state,district of columbia,
2018,Non-Hispanic Other Race,84283,state,florida,
2018,Non-Hispanic Other Race,33000,state,georgia,
2018,Non-Hispanic Other Race,1525,state,hawaii,
2018,Non-Hispanic Other Race,1827,state,idaho,
2018,Non-Hispanic Other Race,23315,state,illinois,
2018,Non-Hispanic Other Race,13663,state,indiana,
2018,Non-Hispanic Other Race,3904,state,iowa,
2018,Non-Hispanic Other Race,2735,state,kansas,
2018,Non-Hispanic Other Race,10230,state,kentucky,
2018,Non-Hispanic Other Race,11398,state,louisiana,
2018,Non-Hispanic Other Race,983,state,maine,
2018,Non-Hispanic Other Race,24397,state,maryland,
2018,Non-Hispanic Other Race,55565,state,massachusetts,
2018,Non-Hispanic Other Race,14616,state,michigan,
2018,Non-Hispanic Other Race,8589,state,minnesota,
2018,Non-Hispanic Other Race,4784,state,mississippi,
2018,Non-Hispanic Other Race,8557,state,missouri,
2018,Non-Hispanic Other Race,1498,state,montana,
2018,Non-Hispanic Other Race,2718,state,nebraska,
2018,Non-Hispanic Other Race,10888,state,nevada,
2018,Non-Hispanic Other Race,1440,state,new hampshire,
2018,Non-Hispanic Other Race,39530,state,new jersey,
2018,Non-Hispanic Other Race,4214,state,new mexico,
2018,Non-Hispanic Other Race,96583,state,new york,
2018,Non-Hispanic Other Race,29807,state,north carolina,
2018,Non-Hispanic Other Race,2070,state,north dakota,
2018,Non-Hispanic Other Race,19246,state,ohio,
2018,Non-Hispanic Other Race,6742,state,oklahoma,
2018,Non-Hispanic Other Race,6717,state,oregon,
2018,Non-Hispanic Other Race,21051,state,pennsylvania,
2018,Non-Hispanic Other Race,8400,state,rhode island,
2018,Non-Hispanic Other Race,10344,state,south carolina,
2018,Non-Hispanic Other Race,531,state,south dakota,
2018,Non-Hispanic Other Race,17790,state,tennessee,
2018,Non-Hispanic Other Race,44889,state,texas,
2018,Non-Hispanic Other Race,5697,state,utah,
2018,Non-Hispanic Other Race,425,state,vermont,
2018,Non-Hispanic Other Race,20247,state,virginia,
2018,Non-Hispanic Other Race,13480,state,washington,
2018,Non-Hispanic Other Race,2555,state,west virginia,
2018,Non-Hispanic Other Race,4132,state,wisconsin,
2018,Non-Hispanic Other Race,836,state,wyoming,
2018,Non-Hispanic White,3190852,state,alabama,
2018,Non-Hispanic White,444026,state,alaska,
2018,Non-Hispanic White,3895202,state,arizona,
2018,Non-Hispanic White,2172904,state,arkansas,
2018,Non-Hispanic White,14497300,state,california,
2018,Non-Hispanic White,3858958,state,colorado,
2018,Non-Hispanic White,2367299,state,connecticut,
2018,Non-Hispanic White,598300,state,delaware,
2018,Non-Hispanic White,259776,state,district of columbia,
2018,Non-Hispanic White,11342671,state,florida,
2018,Non-Hispanic White,5495424,state,georgia,
2018,Non-Hispanic White,307581,state,hawaii,
2018,Non-Hispanic White,1432781,state,idaho,
2018,Non-Hispanic White,7764122,state,illinois,
2018,Non-Hispanic White,5266034,state,indiana,
2018,Non-Hispanic White,2696798,state,iowa,
2018,Non-Hispanic White,2201418,state,kansas,
2018,Non-Hispanic White,3774824,state,kentucky,
2018,Non-Hispanic White,2720534,state,louisiana,
2018,Non-Hispanic White,1245632,state,maine,
2018,Non-Hispanic White,3035979,state,maryland,
2018,Non-Hispanic White,4883700,state,massachusetts,
2018,Non-Hispanic White,7476350,state,michigan,
2018,Non-Hispanic White,4454930,state,minnesota,
2018,Non-Hispanic White,1684116,state,mississippi,
2018,Non-Hispanic White,4857890,state,missouri,
2018,Non-Hispanic White,911352,state,montana,
2018,Non-Hispanic White,1514098,state,nebraska,
2018,Non-Hispanic White,1470210,state,nevada,
2018,Non-Hispanic White,1218502,state,new hampshire,
2018,Non-Hispanic White,4863535,state,new jersey,
2018,Non-Hispanic White,773546,state,new mexico,
2018,Non-Hispanic White,10791665,state,new york,
2018,Non-Hispanic White,6505360,state,north carolina,
2018,Non-Hispanic White,636780,state,north dakota,
2018,Non-Hispanic White,9183461,state,ohio,
2018,Non-Hispanic White,2566506,state,oklahoma,
2018,Non-Hispanic White,3146829,state,oregon,
2018,Non-Hispanic White,9725769,state,pennsylvania,
2018,Non-Hispanic White,755249,state,rhode island,
2018,Non-Hispanic White,3230600,state,south carolina,
2018,Non-Hispanic White,716984,state,south dakota,
2018,Non-Hispanic White,4983171,state,tennessee,
2018,Non-Hispanic White,11884773,state,texas,
2018,Non-Hispanic White,2460087,state,utah,
2018,Non-Hispanic White,580758,state,vermont,
2018,Non-Hispanic White,5223245,state,virginia,
2018,Non-Hispanic White,5110801,state,washington,
2018,Non-Hispanic White,1660844,state,west virginia,
2018,Non-Hispanic White,4710335,state,wisconsin,
2018,Non-Hispanic White,484990,state,wyoming,
2019,Hispanic AIAN,3852,state,alabama,
2019,Hispanic AIAN,2224,state,alaska,
2019,Hispanic AIAN,42115,state,arizona,
2019,Hispanic AIAN,643,state,arkansas,
2019,Hispanic AIAN,174042,state,california,
2019,Hispanic AIAN,25992,state,colorado,
2019,Hispanic AIAN,3118,state,connecticut,
2019,Hispanic AIAN,741,state,delaware,
2019,Hispanic AIAN,227,state,district of columbia,
2019,Hispanic AIAN,17550,state,florida,
2019,Hispanic AIAN,21625,state,georgia,
2019,Hispanic AIAN,1698,state,hawaii,
2019,Hispanic AIAN,6042,state,idaho,
2019,Hispanic AIAN,22294,state,illinois,
2019,Hispanic AIAN,5852,state,indiana,
2019,Hispanic AIAN,2165,state,iowa,
2019,Hispanic AIAN,3903,state,kansas,
2019,Hispanic AIAN,1132,state,kentucky,
2019,Hispanic AIAN,4753,state,louisiana,
2019,Hispanic AIAN,119,state,maine,
2019,Hispanic AIAN,5140,state,maryland,
2019,Hispanic AIAN,4817,state,massachusetts,
2019,Hispanic AIAN,5402,state,michigan,
2019,Hispanic AIAN,10944,state,minnesota,
2019,Hispanic AIAN,1605,state,mississippi,
2019,Hispanic AIAN,2410,state,missouri,
2019,Hispanic AIAN,3862,state,montana,
2019,Hispanic AIAN,4030,state,nebraska,
2019,Hispanic AIAN,15292,state,nevada,
2019,Hispanic AIAN,309,state,new hampshire,
2019,Hispanic AIAN,7956,state,new jersey,
2019,Hispanic AIAN,20278,state,new mexico,
2019,Hispanic AIAN,33716,state,new york,
2019,Hispanic AIAN,13709,state,north carolina,
2019,Hispanic AIAN,3082,state,north dakota,
2019,Hispanic AIAN,8029,state,ohio,
2019,Hispanic AIAN,13556,state,oklahoma,
2019,Hispanic AIAN,11613,state,oregon,
2019,Hispanic AIAN,11462,state,pennsylvania,
2019,Hispanic AIAN,674,state,rhode island,
2019,Hispanic AIAN,3865,state,south carolina,
2019,Hispanic AIAN,2938,state,south dakota,
2019,Hispanic AIAN,2696,state,tennessee,
2019,Hispanic AIAN,68435,state,texas,
2019,Hispanic AIAN,4463,state,utah,
2019,Hispanic AIAN,21,state,vermont,
2019,Hispanic AIAN,6282,state,virginia,
2019,Hispanic AIAN,16776,state,washington,
2019,Hispanic AIAN,3894,state,wisconsin,
2019,Hispanic AIAN,1822,state,wyoming,
2019,Hispanic Black,7444,state,alabama,
2019,Hispanic Black,676,state,alaska,
2019,Hispanic Black,24909,state,arizona,
2019,Hispanic Black,3387,state,arkansas,
2019,Hispanic Black,104682,state,california,
2019,Hispanic Black,11017,state,colorado,
2019,Hispanic Black,28256,state,connecticut,
2019,Hispanic Black,4939,state,delaware,
2019,Hispanic Black,8750,state,district of columbia,
2019,Hispanic Black,170247,state,florida,
2019,Hispanic Black,46017,state,georgia,
2019,Hispanic Black,1676,state,hawaii,
2019,Hispanic Black,485,state,idaho,
2019,Hispanic Black,29506,state,illinois,
2019,Hispanic Black,10794,state,indiana,
2019,Hispanic Black,3097,state,iowa,
2019,Hispanic Black,5374,state,kansas,
2019,Hispanic Black,5567,state,kentucky,
2019,Hispanic Black,10737,state,louisiana,
2019,Hispanic Black,1738,state,maine,
2019,Hispanic Black,33370,state,maryland,
2019,Hispanic Black,59171,state,massachusetts,
